timestamp,raw_value,raw_mean,raw_min,raw_max,samples,duplicate_count,conflict,station,unit
2026-06-01 00:00:00+00:00,12.9,12.825,12.7,12.9,4,0,0,bad-toelz-b472-16003207,degC
2026-06-01 01:00:00+00:00,12.7,12.6,12.5,12.7,4,0,0,bad-toelz-b472-16003207,degC
2026-06-01 02:00:00+00:00,12.5,12.4,12.3,12.5,4,0,0,bad-toelz-b472-16003207,degC
2026-06-01 03:00:00+00:00,12.3,12.25,12.2,12.3,4,0,0,bad-toelz-b472-16003207,degC
2026-06-01 04:00:00+00:00,12.1,12.1,12.1,12.1,4,0,0,bad-toelz-b472-16003207,degC
2026-06-01 05:00:00+00:00,12.1,12.025,12.0,12.1,4,0,0,bad-toelz-b472-16003207,degC
2026-06-01 06:00:00+00:00,12.0,12.05,12.0,12.1,4,0,0,bad-toelz-b472-16003207,degC
2026-06-01 07:00:00+00:00,12.1,12.149999999999999,12.1,12.2,4,0,0,bad-toelz-b472-16003207,degC
2026-06-01 08:00:00+00:00,12.3,12.325000000000001,12.3,12.4,4,0,0,bad-toelz-b472-16003207,degC
2026-06-01 09:00:00+00:00,12.4,12.55,12.4,12.7,4,0,0,bad-toelz-b472-16003207,degC
2026-06-01 10:00:00+00:00,12.8,13.0,12.8,13.2,4,0,0,bad-toelz-b472-16003207,degC
2026-06-01 11:00:00+00:00,13.3,13.350000000000001,13.3,13.4,4,0,0,bad-toelz-b472-16003207,degC
2026-06-01 12:00:00+00:00,13.5,13.65,13.5,13.8,4,0,0,bad-toelz-b472-16003207,degC
2026-06-01 13:00:00+00:00,13.9,14.025,13.9,14.1,4,0,0,bad-toelz-b472-16003207,degC
2026-06-01 14:00:00+00:00,14.1,14.1,14.1,14.1,4,0,0,bad-toelz-b472-16003207,degC
2026-06-01 15:00:00+00:00,14.1,14.1,14.1,14.1,4,0,0,bad-toelz-b472-16003207,degC
2026-06-01 16:00:00+00:00,14.1,14.174999999999999,14.1,14.2,4,0,0,bad-toelz-b472-16003207,degC
2026-06-01 17:00:00+00:00,14.2,14.149999999999999,14.1,14.2,4,0,0,bad-toelz-b472-16003207,degC
2026-06-01 18:00:00+00:00,14.1,13.975,13.9,14.1,4,0,0,bad-toelz-b472-16003207,degC
2026-06-01 19:00:00+00:00,13.8,13.725,13.6,13.8,4,0,0,bad-toelz-b472-16003207,degC
2026-06-01 20:00:00+00:00,13.6,13.45,13.3,13.6,4,0,0,bad-toelz-b472-16003207,degC
2026-06-01 21:00:00+00:00,13.2,13.125,13.0,13.2,4,0,0,bad-toelz-b472-16003207,degC
2026-06-01 22:00:00+00:00,12.9,12.75,12.6,12.9,4,0,0,bad-toelz-b472-16003207,degC
2026-06-01 23:00:00+00:00,12.6,12.45,12.3,12.6,4,0,0,bad-toelz-b472-16003207,degC
2026-06-02 00:00:00+00:00,12.2,12.125,12.0,12.2,4,0,0,bad-toelz-b472-16003207,degC
