timestamp,raw_value,raw_mean,raw_min,raw_max,samples,duplicate_count,conflict
2020-06-01T00Z,13.7,13.625,13.6,,4,,
2020-06-01T01Z,13.6,13.6,,,4,,
2020-06-01T02Z,13.5,13.55,,13.6,4,,
2020-06-01T03Z,13.5,13.5,,,4,,
2020-06-01T04Z,13.5,13.5,,,4,,
2020-06-01T05Z,13.5,13.55,,13.6,4,,
2020-06-01T06Z,13.6,13.625,,13.7,4,,
2020-06-01T07Z,13.7,13.775,,13.9,4,,
2020-06-01T08Z,13.9,14.05,,14.2,4,,
2020-06-01T09Z,14.3,14.45,,14.6,4,,
2020-06-01T10Z,14.7,14.75,,14.8,4,,
2020-06-01T11Z,14.8,15.0,,15.2,4,,
2020-06-01T12Z,15.2,15.425,,15.6,4,,
2020-06-01T13Z,15.7,15.825,,15.9,4,,
2020-06-01T14Z,16.0,16.1,,16.2,4,,
2020-06-01T15Z,16.2,16.225,,16.3,4,,
2020-06-01T16Z,16.3,16.25,16.2,,4,,
2020-06-01T17Z,16.2,16.175,16.1,,4,,
2020-06-01T18Z,16.2,16.225,,16.3,4,,
2020-06-01T19Z,16.3,16.275,16.2,,4,,
2020-06-01T20Z,16.1,15.9,15.7,,4,,
2020-06-01T21Z,15.6,15.45,15.3,,4,,
2020-06-01T22Z,15.2,15.175,15.1,,4,,
2020-06-01T23Z,15.0,15.0,,,4,,
2020-06-02T00Z,15.0,14.925,14.9,,4,,
2020-06-02T01Z,14.9,14.825,14.8,,4,,
2020-06-02T02Z,14.7,14.775,,14.8,4,,
2020-06-02T03Z,14.8,14.75,14.7,,4,,
2020-06-02T04Z,14.7,14.775,,14.8,4,,
2020-06-02T05Z,14.8,14.875,,15.0,4,,
2020-06-02T06Z,14.9,14.9,,,4,,
2020-06-02T07Z,15.0,15.025,,15.1,4,,
2020-06-02T08Z,15.2,15.375,,15.6,4,,
2020-06-02T09Z,15.7,15.9,,16.1,4,,
2020-06-02T10Z,16.3,16.45,,16.6,4,,
2020-06-02T11Z,16.6,16.75,,16.9,4,,
2020-06-02T12Z,17.0,17.175,,17.3,4,,
2020-06-02T13Z,17.4,17.5,,17.6,4,,
2020-06-02T14Z,17.6,17.7,,17.8,4,,
2020-06-02T15Z,17.8,17.875,,17.9,4,,
2020-06-02T16Z,17.9,17.85,17.8,,4,,
2020-06-02T17Z,17.7,17.65,17.6,,4,,
2020-06-02T18Z,17.5,17.4,17.3,,4,,
2020-06-02T19Z,17.2,17.15,17.1,,4,,
2020-06-02T20Z,17.0,16.9,16.8,,4,,
2020-06-02T21Z,16.7,16.675,16.6,,4,,
2020-06-02T22Z,16.5,16.45,16.4,,4,,
2020-06-02T23Z,16.6,16.675,,16.8,4,,
2020-06-03T00Z,16.6,16.6,16.5,16.7,4,,
2020-06-03T01Z,16.6,16.475,16.4,,4,,
2020-06-03T02Z,16.5,16.525,16.4,16.6,4,,
2020-06-03T03Z,16.4,16.35,16.3,,4,,
2020-06-03T04Z,16.3,16.225,16.2,,4,,
2020-06-03T05Z,16.1,15.9,15.8,,4,,
2020-06-03T06Z,15.9,15.975,,16.1,4,,
2020-06-03T07Z,16.1,16.15,,16.2,4,,
2020-06-03T08Z,16.3,16.45,,16.6,4,,
2020-06-03T09Z,16.7,16.85,,17.0,4,,
2020-06-03T10Z,17.0,17.15,,17.3,4,,
2020-06-03T11Z,17.3,17.375,,17.4,4,,
2020-06-03T12Z,17.5,17.575000000000003,,17.6,4,,
2020-06-03T13Z,17.6,17.675,,17.8,4,,
2020-06-03T14Z,17.8,17.8,,,4,,
2020-06-03T15Z,17.8,17.8,,,4,,
2020-06-03T16Z,17.8,17.7,17.6,,4,,
2020-06-03T17Z,17.5,17.4,17.3,,4,,
2020-06-03T18Z,17.3,17.175,17.1,,4,,
